"영문명","한글명","국가명_영문","국가명_한글","지역","주_영문","주_한글","도시명_영문","도시명_한글","홈페이지"
"Sir Seewoosagur Ramgoolam International Airport ( Plaisance International )","서 씨우사구 람굴람 국제공항  ( 플레장스 국제공항 )","Mauritius","모리셔스","중동아프리카","","","Mauritius","모리셔스","aml.mru.aero/"
"Al Massira Airport","알 마씨라 공항","Morocco","모로코","중동아프리카","","","Agadir","아가디르","www.onda.ma"
"Boukhaif / Tanger Airport","뷰카이프 / 탕게르 공항","Morocco","모로코","중동아프리카","","","Tanger","탕게르","www.onda.org.ma/"
"Charif al Idrissi Airport","샤리프 알 잇드리시 공항","Morocco","모로코","중동아프리카","","","Al Hoceima","알호세이마",""
"Les Angades Airport","레스 안가데스 공항","Morocco","모로코","중동아프리카","","","Oujda","우지다","www.onda.org.ma/"
"Mogador Airport (Essaouira Airport)","모가도 공항 (에사우이라 공항)","Morocco","모로코","중동아프리카","","","Essaouira","에사우이라",""
"Mohamed V Airport","모하메드 V 공항","Morocco","모로코","중동아프리카","","","Casablanca","카사블랑카","www.onda.ma"
"Nador International Airport (formerly Taouima International) (formerly Al Aroui )","나도르 국제공항 (구> 타위마 국제공항, 알 아우리)","Morocco","모로코","중동아프리카","","","Nador","나도르",""
"Ouarzazate Airport","아우아자자테 공항","Morocco","모로코","중동아프리카","","","Ouarzazate","아우아자자테",""
"Sais Airport (Fes Saiss Airport)","사이스 공항 (페스 사이스 공항)","Morocco","모로코","중동아프리카","","","Fez (Fes)","페스 (페즈)","www.onda.org.ma/"
"Sale Airport ( First Royal Air Force Base )","살레 공항  ( 퍼스트 로얄 공군기지 )","Morocco","모로코","중동아프리카","","","Rabat","라바트","www.onda.org.ma/"
"Beira Airport","베이라 공항","Mozambique","모잠비크","중동아프리카","","","Beira","베이라",""
"Maputo International Airport","마푸토 국제공항","Mozambique","모잠비크","중동아프리카","","","Maputo","마푸토","www.aeroportos.co.mz"
"Nampula Airport","남풀라 공항","Mozambique","모잠비크","중동아프리카","","","Nampula","남풀라",""
"Eros Airport","에로스 공항","Namibia","나미비아","중동아프리카","","","Windhoek","빈트후크",""
"Hosea Kutako International Airport","호세아 쿠타코 국제공항","Namibia","나미비아","중동,아프리카","","","Windhoek","빈트후크","www.airports.com.na/nac-airports/hosea-kutako-international-airport-hkia/"
"Diori Hamani International Airport","디오리 히머니 국제공항","Niger","니제르","중동아프리카","","","Niamey","니아메",""
"Mallam Aminu Kano International Airport","말람 아미뉴 카노 국제공항","Nigeria","나이지리아","중동,아프리카","","","Kano","카노","www.faannigeria.org/airports/international-airports/kano-airport.html"
"Seeb International Airport","시이브 국제공항","Oman","오만","중동아프리카","","","Muscat","무스카트","www.omanairports.com"
"Allama Iqbal International Airport","알라마 익발 국제공항","Pakistan","파키스탄","중동아프리카","","","Lahore","라호르",""
"Benazir Bhutto International Airport (formerly Islamabad International)","베나지르 부토 국제공항 (구> 이슬라마바드)","Pakistan","파키스탄","중동아프리카","","","Islamabad","이슬라마바드","www.islamabadairport.com.pk"
"Quaid-E-Azam International Airport ( Karachi International )","퀘이드 이 아잠 국제공항  ( 카라치 국제공항 )","Pakistan","파키스탄","중동아프리카","","","Karachi","카라치","www.karachiairport.com.pk"
"Doha International Airport","도하 국제공항","Qatar","카타르","중동아프리카","","","Doha","도하","www.dohaairport.com"
"Maya Maya Airport","마야 마야 공항","Republic of the Congo","콩고","중동아프리카","","","Brazzaville","브라자빌",""
"Roland Garros Airport  ( formerly Gillot Airport)","롤런드 개로스 공항 (구> 질로 공항)","Reunion","리유니온","중동아프리카","","","St. Denis De La Reunion","쌩드니드 라 레유니온","www.reunion.aeroport.fr/"
"Kigali International Airport ( formerly Gregoire Kayibanda )","키갈리 국제공항  ( 구> 그레고리 카이반다 )","Rwanda","르완다","중동,아프리카","","","Kigali","키갈리",""
"Salazar Airport (Sao Tome International Airport)","살라자르 (상투메) 국제공항","Sao Tome and Principe","상투메프린시페","중동아프리카","","","Sao Tome","상투메",""
"al-Ahsa Domestic Airport","알 아샤 국내공항","Saudi Arabia","사우디아라비아","중동아프리카","","","Al-Ahsa","알 아샤",""
"Arar Domestic Airport","아라 국내공항","Saudi Arabia","사우디아라비아","중동아프리카","","","Arar ( Ar'ar )","아라",""
"King Abdul Aziz International Airport","킹 압둘아지즈 국제공항","Saudi Arabia","사우디아라비아","중동아프리카","","","Jeddah","제다","www.jed-airport.com"
"King Fahad International Airport","킹 파야드 국제공항","Saudi Arabia","사우디아라비아","중동,아프리카","","","Dammam","다맘","www.gaca.gov.sa/"
"King Khalid International Airport","킹 칼리드 국제공항","Saudi Arabia","사우디아라비아","중동아프리카","","","Riyadh","리야드","www.riyadh-airport.com"
"Prince Mohammad Bin Abdulaziz International Airport (Prince Mohammad Airport ) Prince Mohammed Airport ","모하메드 빈 압둘지즈 공항","Saudi Arabia","사우디아라비아","중동아프리카","","","Madinah","마디나",""
"Leopold Sedar Senghor Airport","레오로드 세다르 셍고르 공항","Senegal","세네갈","중동아프리카","","","Dakar","다카르","aeroportdakar.com"
"Praslin Island Airport  (Iles des Palmes Airport)","프라슬린 아일랜드 공항 (일데 팔메스 공항)","Seychelles","세이셸","중동아프리카","","","Grand Anse / Praslin Island","그랑 앙세 / 프라슬린","www.seychellesairports.travel/en/airports/iles_des_palmes_praslin_airport.php"
"Seychelles International Airport","세이셸 국제공항","Seychelles","세이셸","중동아프리카","","","Mahe Island","머",""
"Lungi International Airport","런자이 국제공항","Sierra Leone","시에라리온","중동아프리카","","","Freetown","프리타운",""
"Mogadishu International Airport","모가디슈 국제공항","Somalia","소말리아","중동아프리카","","","Mogadishu","모가디슈",""
"Bloemfontein International Airport","블룸폰테인 국제공항","South Africa","남아프리카","중동아프리카","","","Bloemfontein","블룸폰테인","www.acsa.co.za/home.asp?pid=372"
"Cape Town International Airport","케이프타운 국제공항","South Africa","남아프리카","중동아프리카","","","Cape Town","케이프타운","www.acsa.co.za/home.asp?pid=229&selAirport=cpt"
"King Shaka International Airport(La Mercy Airport )","킹샤카 국제공항 (라머시 국제공항)","South Africa","남아프리카","중동아프리카","","","Durban / La Mercy","더반 . 라 머시","www.dubetradeport.co.za"
"East London Airport","이스트런던 공항","South Africa","남아프리카","중동아프리카","","","East London","이스트런던","www.acsa.co.za/home.asp?pid=232"
"George Airport","죠지 공항","South Africa","남아프리카","중동아프리카","","","George","죠지","www.airports.co.za/"
"Kimberley Airport","킴벌리 공항","South Africa","남아프리카","중동아프리카","","","Kimberley","킴벌리","www.acsa.co.za/home.asp?pid=234"
"OR Tambo International Airport ( Johannesburg International )","OR 탐보 국제공항 (구> 요하네스버그 국제공항)","South Africa","남아프리카","중동아프리카","","","Johannesburg","요하네스버그","www.acsa.co.za/home.asp?pid=228&selAirport=jhb"
"Port Elizabeth Airport","포트엘리자베스 공항","South Africa","남아프리카","중동아프리카","","","Port Elizabeth","포트엘리자베스","www.acsa.co.za/home.asp?pid=236"
"Upington Airport","우핑턴 공항","South Africa","남아프리카","중동아프리카","","","Upington","우핑턴","www.acsa.co.za/home.asp?pid=237"
"Khartoum Civil Airport","하르툼 시빌 공항","Sudan","수단","중동아프리카","","","Khartoum","하르툼",""
"Matsapha International Airport","매츠파 국제공항","Swaziland","스와질란드","중동아프리카","","","Manzini","만지니",""
"Damascus International Airport","다마스쿠스 국제공항","Syria","시리아","중동아프리카","","","Damascus","다마스쿠스",""
"Arusha Airport","아루샤 공항","Tanzania","탄자니아","중동아프리카","","","Arusha","아루샤",""
"Dar Es Salaam International Airport","다르에스살람 국제공항","Tanzania","탄자니아","중동아프리카","","","Dar Es Salaam","다르에스살람","www.jnia.aero/"
"Kilimanjaro International Airport ( Duke Field )","킬리만자로 국제공항  ( 듀크 필드 )","Tanzania","탄자니아","중동아프리카","","","Mount Kilimanjaro","마운트킬리만자로","kilimanjaroairport.co.tz"
"Kisauni Airport","키자우니 공항","Tanzania","탄자니아","중동아프리카","","","Zanzibar","잔지바르","Zanzibar-Airport.com"
"Mwanza Airport","므완자 공항","Tanzania","탄자니아","중동아프리카","","","Mwanza","므완자",""
"Lome-Tokoin Airport","로메 토쿠완 공항","Togo","토고","중동아프리카","","","Lome","로메",""
"El Maou Airport","엘 마오우 공항","Tunisia","튀니지","중동아프리카","","","Sfax","스팍스","www.glv.gl"
"Habib Bourguiba International Airport","후비브 부르기바 국제공항","Tunisia","튀니지","중동아프리카","","","Monastir","모나스티르","www.oaca.nat.tn"
"Melita Airport","멀리타 공항","Tunisia","튀니지","중동아프리카","","","Djerba","드제르바","www.oaca.nat.tn"
"Nefta Airport","네플라 공항","Tunisia","튀니지","중동아프리카","","","Tozeur","토즈어",""
"Tunis-Carthage International Airport","튀니스 카르타쥐 국제공항","Tunisia","튀니지","중동아프리카","","","Tunis","튀니스",""
"Entebbe International Airport","엔테베 / 캄팔라 국제공항","Uganda","우간다","중동아프리카","","","Entebbe","엔테베",""
"Abu Dhabi International Airport","아부다비 국제공항","United Arab Emirates","아랍에미레이트","중동아프리카","","","Abu Dhabi","아부다비","www.abudhabiairport.ae/"
"Al-Fujairah International Airport","알푸자이라 국제공항","United Arab Emirates","아랍에미레이트","중동아프리카","","","Al-Fujairah","알푸자이라","www.fujairah-airport.com"
"Dubai International Airport","두바이 국제공항","United Arab Emirates","아랍에미레이트","중동,아프리카","","","Dubai","두바이","www.dubaiairport.com/"
"Ras Al Khaimah International Airport","라스알카이마 국제공항","United Arab Emirates","아랍에미레이트","중동아프리카","","","Ras Al Khaimah","라스알카이마","www.rakairport.com"
"Al Maktoum International Airport","알 막튬 국제공항","United Arab Emirates","아랍에미레이트","중동아프리카","","","Dubai","두바이","www.dwc.ae"
"Sharjah International Airport","샤르자 /샤져 국제공항","United Arab Emirates","아랍에미레이트","중동아프리카","","","Sharjah","샤르자","www.shj-airport.gov.ae/index.htm"
"Hassan Airport (El Aaiun Airport)","하산 공항","Western Sahara","서사하라","중동아프리카","","","Laayoune (El Aiune)","라아유네",""
"Aden International Airport","아덴 국제공항","Yemen","예멘","중동아프리카","","","Aden","아덴",""
"Al Janad Airport ( Ganed )","알 자나드 공항  ( 가네드 )","Yemen","예멘","중동아프리카","","","Taiz","타이즈",""
"Hodeida International Airport","호데이다 국제공항","Yemen","예멘","중동아프리카","","","Hodeidah","호데이다",""
"Riyan Airport","리얀 공항","Yemen","예멘","중동아프리카","","","Mukalla","무칼라",""
"Sanaa International Airport","사나 국제공항","Yemen","예멘","중동아프리카","","","Sanaa","사나",""
"Livingstone Airport","리빙스턴 공항","Zambia","잠비아","중동아프리카","","","Livingstone","리빙스턴","www.nacl.co.zm/"
"Lusaka International Airport","루사카 국제공항","Zambia","잠비아","중동아프리카","","","Lusaka","루사카","www.lun.aero"
"Mfuwe Airport","엠푸베 공항","Zambia","잠비아","중동아프리카","","","Mfuwe","엠푸베",""
"Harare International Airport","하라레 국제공항","Zimbabwe","짐바브웨","중동아프리카","","","Harare","하라레",""
"Joshua Mqabuko Nkomo International Airport","조슈아 쿠브쿠 코모 국제공항","Zimbabwe","짐바브웨","중동아프리카","","","Bulawayo","불라와요",""
